sample_id,router_name,budget,domain,ocr_text,final_text,gt,backfill_status,backfill_reason,edit_distance_final
,BAUR,0.1,geology,(主直运动造成),(主直运动造成),(垂直运动造成),not_upgraded,not_upgraded,1
,BAUR,0.1,geology,B.农世固碳,B.农世固碳,B.农业固碳,not_upgraded,not_upgraded,1
,BAUR,0.1,geology,①、内生：地球内部招量导致矿床形成的地质作用。a，含矿浆岩结晶分异b含矿溶液,①、内生：地球内部招量导致矿床形成的地质作用。a，含矿浆岩结晶分异b含矿溶液,①、内生：地球内部热量导致矿床形成的地质作用。a.含矿岩浆结晶分异b.含矿溶液,not_upgraded,not_upgraded,5
,BAUR,0.1,geology,岩性.生物化万.等都不一样,岩性.生物化万.等都不一样,岩性.生物化石.等都不一样,not_upgraded,not_upgraded,1
,BAUR,0.1,geology,进三出是岩浆岩,进三出是岩浆岩,一进三出是岩浆岩,not_upgraded,not_upgraded,1
,BAUR,0.1,geology,张应力(6<0),张应力(6<0),|张应力(σ<0),not_upgraded,not_upgraded,2
,BAUR,0.1,geology,厚：：1.3-3.5m,厚：：1.3-3.5m,"中厚：：1.3～3.5m
",not_upgraded,not_upgraded,3
,DAR,0.1,geology,f.沉积矿床9.可燃性有机(岩)矿床h.变质矿床.,f.沉积矿床9.可燃性有机(岩)矿床h.变质矿床.,f.沉积矿床g.可燃性有机(岩)矿床h.变质矿床.,rejected,rejected_global_ed_exceeded,1
,DAR,0.1,geology,泉水的带状分布.水系特点),泉水的带状分布、水系特点）,泉水的带状分布、水系特点),accepted,accepted,1
,DAR,0.1,geology,③排导：导流槽（下）,③排导：导流槽（下游）,③排导：导流槽(下游),accepted,accepted,2
,DAR,0.1,geology,海水流向，陡→缓，即顶一底，其所成的连线面的倾向即为海水流向,海水流向。陡→缓，即顶—底，其所成的连线面的倾向即为海水流向。,海水流向。陡→缓，即顶-底，其所成的连线面的倾向即为海水流向.,accepted,accepted,2
,DAR,0.1,geology,②交代方式矿床：a.矿体不规则与图岩呈渐变过渡关系b、矿体常有交代,②交代方式矿床：a.矿体不规则与图岩呈渐变过渡关系b、矿体常有交代,②交代方式矿床：a.矿体不规则，与围岩呈渐变过渡关系b.矿体常有交代,rejected,rejected_global_ed_exceeded,3
,DAR,0.1,geology,粗晶方解石脉,粗晶方解石脉,粗晶，方解石脉，,rejected,rejected_global_length_change,2
,DAR,0.1,geology,2、C越大，频率曲线越陡(频率曲线“顺时针旋转”),2、C越大，频率曲线越陡(频率曲线“顺时针旋转”),2.Cv越大，频率曲线越陡(频率曲线“顺时针旋转”),rejected,rejected_global_ed_exceeded,2
,DAR,0.1,geology,顶山采侧以密集的剪切节理形式出现。,顶山东侧以密集的剪切节理形式出现。,頂山东侧以密集的剪切节理形式出现。,accepted,accepted,1
,DAR,0.1,geology,(3)可变储存量：,(3)可变储存量：,(3)可变储存量;,not_upgraded,not_upgraded,1
,DAR,0.1,geology,后生矿府：矿体形成明显脱于固e热液矿脉,后生矿府：矿体形成明显脱于固e热液矿脉,（后生矿床：矿体形成明显晚于围岩eg.热液矿脉.,not_upgraded,not_upgraded,8
,DAR,0.1,geology,发育e.围岩浊变发育.,发育e.围岩浊变发育.,发育e.围岩蚀变发育.,not_upgraded,not_upgraded,1
,DAR,0.1,geology,(五)区域性侧构挤压应力场与区域构遗及局部构造,(五)区域性侧构挤压应力场与区域构遗及局部构造,（五） 区域性侧向挤压应力场与区域构造及局部构造,not_upgraded,not_upgraded,5
,DAR,0.1,geology,(范家在洪积扇),(范家在洪积扇),(范家庄洪积扇),not_upgraded,not_upgraded,1
,DAR,0.1,geology,Q容=MFH含水层厚度,Q容=MFH含水层厚度,Q容=μFH→含水层厚度,not_upgraded,not_upgraded,2
,DAR,0.1,geology,6水文地质条件：a岩石渗透性强b、适合的水文地质条件(通气带),6水文地质条件：a岩石渗透性强b、适合的水文地质条件(通气带),⑤、水文地质条件：a岩石渗透性强b.适合的水文地质条件(通气带),not_upgraded,not_upgraded,3
,DAR,0.1,geology,指示对盘相对滑动,指示对盘相对滑动,指示对盘心相对滑动,not_upgraded,not_upgraded,1
,DAR,0.1,geology,当阔被曲率当大时,当阔被曲率当大时,当褶皱曲率变大时，,not_upgraded,not_upgraded,4
,DAR,0.1,geology,组地层（T3h）构成，它们在火山老系的东却、东北部以及北,组地层（T3h）构成，它们在火山老系的东却、东北部以及北,组地层(T3h)构成，它们在火山岩系的东部、东北部以及北,not_upgraded,not_upgraded,4
,DAR,0.1,geology,特征：①产状：拆高断层是区城性的，原始产状近于水平，在伸展折离中变成犁式,特征：①产状：拆高断层是区城性的，原始产状近于水平，在伸展折离中变成犁式,特征：①产状：拆离断层是区域性的，原始产状近于水平，在伸展拆离中变成犁式,not_upgraded,not_upgraded,3
,DAR,0.1,geology,浅部 脆性 送层,浅部 脆性 送层,{浅部脆性断层,not_upgraded,not_upgraded,4
,DAR,0.1,geology,①岩体：可溶于水且透水,①岩体：可溶于水且透水,①岩体:可溶于水且透水,not_upgraded,not_upgraded,1
,DAR,0.1,geology,高山的盖层构造主要由古生代，中生代和新生代的沉积岩构成。这些岩层岗山地区形成较,高山的盖层构造主要由古生代，中生代和新生代的沉积岩构成。这些岩层岗山地区形成较,嵩山的盖层构造主要由古生代，中生代和新生代的沉积岩构成。这些岩层在嵩山地区形成了较,not_upgraded,not_upgraded,4
,DAR,0.1,geology,匠SN向的剪切断裂，它的位置即要沿江的襄安镇一大通镇,匠SN向的剪切断裂，它的位置即要沿江的襄安镇一大通镇,近SN向的剪切断裂，它的位置即是沿江的襄安镇—大通镇,not_upgraded,not_upgraded,3
,DAR,0.1,geology,钱七唐记,钱七唐记,钱塘江,not_upgraded,not_upgraded,3
,DAR,0.1,geology,积土、重力堆积土，地表灌水沉积土，静水沉积土、海沉积土、冰堆,积土、重力堆积土，地表灌水沉积土，静水沉积土、海沉积土、冰堆,积土、重力堆积土，地表灌水沉积土，静水沉积土，海洋沉积土，冰川堆,not_upgraded,not_upgraded,4
,DAR,0.1,geology,C.外与柏量平行，位错线与外力重直，位错线运动方向与外平行外加的方向),C.外与柏量平行，位错线与外力重直，位错线运动方向与外平行外加的方向),C.外力τ与柏氏矢量b平行，位错线l与外力τ垂直，位错线运动方向与外力τ平行(外力τ的方向),not_upgraded,not_upgraded,13
,DAR,0.1,geology,店镇，颖阳镇，卢店镇，告成镇，阳城区镇，大治镇、宜化镇，徐庄镇.东华,店镇，颖阳镇，卢店镇，告成镇，阳城区镇，大治镇、宜化镇，徐庄镇.东华,"店镇,颍阳镇,卢店镇,告成镇,阳城区镇,大冶镇,宣化镇,徐庄镇,东华",not_upgraded,not_upgraded,11
,DAR,0.1,geology,特有：石榴千石、滑石、绿泥石、蛇乡纹石,特有：石榴千石、滑石、绿泥石、蛇乡纹石,特有:石榴子石、滑石、绿泥石、蛇纹石,not_upgraded,not_upgraded,3
,DAR,0.1,geology,沉积物的荒面中格种大小,沉积物的荒面中格种大小,沉积物的剖面中各种大小,not_upgraded,not_upgraded,2
,DAR,0.1,geology,材料横向线应变和纵向线应变比值的色对值,材料横向线应变和纵向线应变比值的色对值,材料横向线应变和纵向线应变比值的绝对值,not_upgraded,not_upgraded,1
,DAR,0.1,geology,底辟构造：高韧性地质体受到下部地层的挤区，或由于岩石间密度差,底辟构造：高韧性地质体受到下部地层的挤区，或由于岩石间密度差,底辟构造:高韧性地质体受到下部地层的挤压，或由于岩石间密度差，,not_upgraded,not_upgraded,3
,DAR,0.1,geology,①.边缘：紧贴图岩，厚度薄；细粒结构；矿物以简单硅酸盐矿物为。,①.边缘：紧贴图岩，厚度薄；细粒结构；矿物以简单硅酸盐矿物为。,①.边缘：紧贴围岩，厚度薄；细粒结构；矿物以简单硅酸盐矿物为主。,not_upgraded,not_upgraded,2
,DAR,0.1,geology,沉和岩分为碎岩黏土岩和化学生物岩三大类,沉和岩分为碎岩黏土岩和化学生物岩三大类,"沉积岩分为碎屑岩,黏土岩,和化学岩及生物岩三大类",not_upgraded,not_upgraded,6
,DAR,0.1,geology,浅、结品快,浅、结品快,浅.结晶快,not_upgraded,not_upgraded,2
,DAR,0.1,geology,化后角砾特别突出称道袍灰岩)容易认，可标志层，本段地层平均原度2m,化后角砾特别突出称道袍灰岩)容易认，可标志层，本段地层平均原度2m,"化后角砾特别突出(俗称道袍灰岩)容易辨认,可作标志层,本段地层平均厚度21.5m",not_upgraded,not_upgraded,10
,DAR,0.1,geology,地下当实际流速,地下当实际流速,地下水实际流速,not_upgraded,not_upgraded,1
,DAR,0.1,geology,正断层正盘下除],正断层正盘下除],{正断层}[上盘下降],not_upgraded,not_upgraded,5
,DAR,0.1,geology,角度不整合.,角度不整合.,角度不整合.->,not_upgraded,not_upgraded,2
,DAR,0.1,geology,主要问题是遇水膨长，关水收缩的胀缩性，以强度衰减性，防治措施包括选择,主要问题是遇水膨长，关水收缩的胀缩性，以强度衰减性，防治措施包括选择,主要问题是遇水膨长，失水收缩的胀缩性，以及强度衰减性，防治措施包括选择,not_upgraded,not_upgraded,2
,DAR,0.1,geology,香肠构造(右香肠)是岩层在拉伸作用下形成的,香肠构造(右香肠)是岩层在拉伸作用下形成的,香肠构造(石香肠)是岩层在拉伸作用下形成的,not_upgraded,not_upgraded,1
,DAR,0.1,geology,潜水蒸发数,潜水蒸发数,>潜水蒸发系数,not_upgraded,not_upgraded,2
,DAR,0.1,geology,扬山地区私焦冲地区分别位于匠EW的山—焦冲断,扬山地区私焦冲地区分别位于匠EW的山—焦冲断,扬山地区和焦冲地区分别位于近EW向的矾山—焦冲断,not_upgraded,not_upgraded,4
,DAR,0.1,geology,只能发生弯曲。弯曲位错线的每一小段所受的滑移F二b，且方向总是与位错线本身,只能发生弯曲。弯曲位错线的每一小段所受的滑移F二b，且方向总是与位错线本身,"只能发生弯曲。弯曲位错线的每一小段所受的滑移力F=τb,且方向总是与位错线本身",not_upgraded,not_upgraded,4
,DAR,0.1,geology,骸晶、假家、乳浊状、反应沙,骸晶、假家、乳浊状、反应沙,骸晶、假象、乳浊状、反应边,not_upgraded,not_upgraded,2
,DAR,0.1,geology,(可以用GPS)定位),(可以用GPS)定位),（可以用GPS定位),not_upgraded,not_upgraded,2
,DAR,0.1,geology,④、金伯利岩中的金刚石矿床：,④、金伯利岩中的金刚石矿床：,④、金伯利岩中的金刚石矿床；,not_upgraded,not_upgraded,1
,DAR,0.1,geology,含水层变幅内平均给水度,含水层变幅内平均给水度,>含水层变幅内平均给水度,not_upgraded,not_upgraded,1
,DAR,0.1,geology,自芦材爷向北分述如下：,自芦材爷向北分述如下：,自芦材岭向北分述如下：,not_upgraded,not_upgraded,1
,DAR,0.1,geology,原理：过渡金属离可进入八面体和四面体两种结构(趋利择优进入),原理：过渡金属离可进入八面体和四面体两种结构(趋利择优进入),原理：过渡金属离子可进入八面体和四面体两种结构（趋利，择优进入）,not_upgraded,not_upgraded,4
,DAR,0.1,geology,[肠状褶皮],[肠状褶皮],[肠状褶皱],not_upgraded,not_upgraded,1
,DAR,0.1,geology,⑥其他专用图件,⑥其他专用图件,丨⑥其他专用图件,not_upgraded,not_upgraded,1
,DAR,0.1,geology,1.定x：是地壳中先形成的岩浆岩或沉积岩，在环境条件改变的影响下，,1.定x：是地壳中先形成的岩浆岩或沉积岩，在环境条件改变的影响下，,1.定义：是地壳中先形成的岩浆岩或沉积岩，在环境条件改变的影响下，,not_upgraded,not_upgraded,1
,DAR,0.1,geology,有OH的新矿物,有OH的新矿物,有OH⁻的新矿物,not_upgraded,not_upgraded,1
,DAR,0.1,geology,(4)颗米粒形状：越规则，孔隙度越小；越规则孔陈度越大,(4)颗米粒形状：越规则，孔隙度越小；越规则孔陈度越大,"☆(4)颗粒形状：越规则，孔隙度越小；越不规则，孔隙度越大,",not_upgraded,not_upgraded,6
,DAR,0.1,geology,一次的交滑移转移回到与原滑移面平行的滑移面上继续运动，这种现象称为双交滑移,一次的交滑移转移回到与原滑移面平行的滑移面上继续运动，这种现象称为双交滑移,一次的交滑移转移回到与原滑移面平行的滑移面上继续运动，这种现象称为双交滑移。,not_upgraded,not_upgraded,1
,DAR,0.1,geology,抗技强反;是各弹向抗伸时抵抗抗断破坏的能力，,抗技强反;是各弹向抗伸时抵抗抗断破坏的能力，,"抗拉强度;是岩石单向拉伸时抵抗拉断破坏的能力,",not_upgraded,not_upgraded,8
,DAR,0.1,geology,：岩性观察点,：岩性观察点,点性：岩性观察点,not_upgraded,not_upgraded,2
,DAR,0.1,geology,☆⑧特大洪水重现期的确定,☆⑧特大洪水重现期的确定,☆⑱特大洪水重现期的确定,not_upgraded,not_upgraded,1
,DAR,0.1,geology,5、矽术岩矿保类型及矿例.,5、矽术岩矿保类型及矿例.,5、矽卡岩矿床类型及矿例.,not_upgraded,not_upgraded,2
,DAR,0.1,geology,6.硬度：石矿物时抵抗外力刻划研磨,6.硬度：石矿物时抵抗外力刻划研磨,6.硬度：矿物抵抗外力刻划研磨,not_upgraded,not_upgraded,2
,DAR,0.1,geology,节理以1-2cm的沟距公绩。足,节理以1-2cm的沟距公绩。足,节理以1-2cm的间距密集。,not_upgraded,not_upgraded,4
,DAR,0.1,geology,我国特有的历法：农历，以及对我国农业生产有板大影响力的二十,我国特有的历法：农历，以及对我国农业生产有板大影响力的二十,我国特有的历法：农历，以及对我国农业生产有极大影响力的二十,not_upgraded,not_upgraded,1
,DAR,0.1,geology,剪切断裂，它以密集的剪切节理或老剪切破碎袋或着剪切断裂,剪切断裂，它以密集的剪切节理或老剪切破碎袋或着剪切断裂,剪切断裂，它以密集的剪切节理或者剪切破碎带或者剪切断裂,not_upgraded,not_upgraded,3
,DAR,0.1,geology,落在两侧各一个标准误差y范围内的可能性为8.3%,落在两侧各一个标准误差y范围内的可能性为8.3%,",落在两侧各一个标准误差Sy范围内的可能性为68.3%.",not_upgraded,not_upgraded,4
,DAR,0.1,geology,·沉积岩：裸露在地表的各种岩石.风吹新的岩石，就是变质岩,·沉积岩：裸露在地表的各种岩石.风吹新的岩石，就是变质岩,•沉积岩：裸露在地表的各种岩石.在风吹新的岩石，就是变质岩,not_upgraded,not_upgraded,2
,DAR,0.1,geology,元素。这些残余熔浆侵入裂原，在挥分作用下，矿物晶体生巨大，形成伟晶,元素。这些残余熔浆侵入裂原，在挥分作用下，矿物晶体生巨大，形成伟晶,元素。这些残余熔浆侵入裂隙，在挥分作用下，矿物晶体生长巨大，形成伟晶,not_upgraded,not_upgraded,2
,DAR,0.1,geology,(主直运动造成),(主直运动造成),(垂直运动造成),not_upgraded,not_upgraded,1
,DAR,0.1,geology,B.农世固碳,B.农世固碳,B.农业固碳,not_upgraded,not_upgraded,1
,DAR,0.1,geology,①、内生：地球内部招量导致矿床形成的地质作用。a，含矿浆岩结晶分异b含矿溶液,①、内生：地球内部招量导致矿床形成的地质作用。a，含矿浆岩结晶分异b含矿溶液,①、内生：地球内部热量导致矿床形成的地质作用。a.含矿岩浆结晶分异b.含矿溶液,not_upgraded,not_upgraded,5
,DAR,0.1,geology,岩性.生物化万.等都不一样,岩性.生物化万.等都不一样,岩性.生物化石.等都不一样,not_upgraded,not_upgraded,1
,DAR,0.1,geology,进三出是岩浆岩,进三出是岩浆岩,一进三出是岩浆岩,not_upgraded,not_upgraded,1
,DAR,0.1,geology,张应力(6<0),张应力(6<0),|张应力(σ<0),not_upgraded,not_upgraded,2
,DAR,0.1,geology,厚：：1.3-3.5m,厚：：1.3-3.5m,"中厚：：1.3～3.5m
",not_upgraded,not_upgraded,3
,GCR,0.2,geology,f.沉积矿床9.可燃性有机(岩)矿床h.变质矿床.,f.沉积矿床9.可燃性有机(岩)矿床h.变质矿床.,f.沉积矿床g.可燃性有机(岩)矿床h.变质矿床.,rejected,rejected_global_ed_exceeded,1
,GCR,0.2,geology,泉水的带状分布.水系特点),泉水的带状分布、水系特点）,泉水的带状分布、水系特点),accepted,accepted,1
,GCR,0.2,geology,③排导：导流槽（下）,③排导：导流槽（下游）,③排导：导流槽(下游),accepted,accepted,2
,GCR,0.2,geology,海水流向，陡→缓，即顶一底，其所成的连线面的倾向即为海水流向,海水流向，陡→缓，即顶一底，其所成的连线面的倾向即为海水流向,海水流向。陡→缓，即顶-底，其所成的连线面的倾向即为海水流向.,rejected,rejected_global_ed_exceeded,3
,GCR,0.2,geology,②交代方式矿床：a.矿体不规则与图岩呈渐变过渡关系b、矿体常有交代,②交代方式矿床：a.矿体不规则与图岩呈渐变过渡关系b、矿体常有交代,②交代方式矿床：a.矿体不规则，与围岩呈渐变过渡关系b.矿体常有交代,rejected,rejected_global_ed_exceeded,3
,GCR,0.2,geology,粗晶方解石脉,粗晶方解石脉,粗晶，方解石脉，,rejected,rejected_global_length_change,2
,GCR,0.2,geology,2、C越大，频率曲线越陡(频率曲线“顺时针旋转”),2. Cv越大，频率曲线越陡(频率曲线“顺时针旋转”),2.Cv越大，频率曲线越陡(频率曲线“顺时针旋转”),accepted,accepted,1
,GCR,0.2,geology,顶山采侧以密集的剪切节理形式出现。,顶山东侧以密集的剪切节理形式出现。,頂山东侧以密集的剪切节理形式出现。,accepted,accepted,1
,GCR,0.2,geology,(3)可变储存量：,(3)可变储存量；,(3)可变储存量;,accepted,accepted,1
,GCR,0.2,geology,后生矿府：矿体形成明显脱于固e热液矿脉,后生矿府：矿体形成明显脱于固e热液矿脉,（后生矿床：矿体形成明显晚于围岩eg.热液矿脉.,rejected,rejected_global_ed_exceeded,8
,GCR,0.2,geology,(五)区域性侧构挤压应力场与区域构遗及局部构造,(五)区域性侧向挤压应力场与区域构造及局部构造,（五） 区域性侧向挤压应力场与区域构造及局部构造,accepted,accepted,3
,GCR,0.2,geology,6水文地质条件：a岩石渗透性强b、适合的水文地质条件(通气带),6水文地质条件：a岩石渗透性强b、适合的水文地质条件(通气带),⑤、水文地质条件：a岩石渗透性强b.适合的水文地质条件(通气带),rejected,rejected_global_ed_exceeded,3
,GCR,0.2,geology,指示对盘相对滑动,指示对盘相对滑动,指示对盘心相对滑动,not_upgraded,not_upgraded,1
,GCR,0.2,geology,当阔被曲率当大时,当阔被曲率当大时,当褶皱曲率变大时，,not_upgraded,not_upgraded,4
,GCR,0.2,geology,组地层（T3h）构成，它们在火山老系的东却、东北部以及北,组地层（T3h）构成，它们在火山老系的东却、东北部以及北,组地层(T3h)构成，它们在火山岩系的东部、东北部以及北,not_upgraded,not_upgraded,4
,GCR,0.2,geology,特征：①产状：拆高断层是区城性的，原始产状近于水平，在伸展折离中变成犁式,特征：①产状：拆高断层是区城性的，原始产状近于水平，在伸展折离中变成犁式,特征：①产状：拆离断层是区域性的，原始产状近于水平，在伸展拆离中变成犁式,not_upgraded,not_upgraded,3
,GCR,0.2,geology,浅部 脆性 送层,浅部 脆性 送层,{浅部脆性断层,not_upgraded,not_upgraded,4
,GCR,0.2,geology,①岩体：可溶于水且透水,①岩体：可溶于水且透水,①岩体:可溶于水且透水,not_upgraded,not_upgraded,1
,GCR,0.2,geology,高山的盖层构造主要由古生代，中生代和新生代的沉积岩构成。这些岩层岗山地区形成较,高山的盖层构造主要由古生代，中生代和新生代的沉积岩构成。这些岩层岗山地区形成较,嵩山的盖层构造主要由古生代，中生代和新生代的沉积岩构成。这些岩层在嵩山地区形成了较,not_upgraded,not_upgraded,4
,GCR,0.2,geology,匠SN向的剪切断裂，它的位置即要沿江的襄安镇一大通镇,匠SN向的剪切断裂，它的位置即要沿江的襄安镇一大通镇,近SN向的剪切断裂，它的位置即是沿江的襄安镇—大通镇,not_upgraded,not_upgraded,3
,GCR,0.2,geology,钱七唐记,钱七唐记,钱塘江,not_upgraded,not_upgraded,3
,GCR,0.2,geology,积土、重力堆积土，地表灌水沉积土，静水沉积土、海沉积土、冰堆,积土、重力堆积土，地表灌水沉积土，静水沉积土、海沉积土、冰堆,积土、重力堆积土，地表灌水沉积土，静水沉积土，海洋沉积土，冰川堆,not_upgraded,not_upgraded,4
,GCR,0.2,geology,C.外与柏量平行，位错线与外力重直，位错线运动方向与外平行外加的方向),C.外与柏量平行，位错线与外力重直，位错线运动方向与外平行外加的方向),C.外力τ与柏氏矢量b平行，位错线l与外力τ垂直，位错线运动方向与外力τ平行(外力τ的方向),not_upgraded,not_upgraded,13
,GCR,0.2,geology,店镇，颖阳镇，卢店镇，告成镇，阳城区镇，大治镇、宜化镇，徐庄镇.东华,店镇，颖阳镇，卢店镇，告成镇，阳城区镇，大治镇、宜化镇，徐庄镇.东华,"店镇,颍阳镇,卢店镇,告成镇,阳城区镇,大冶镇,宣化镇,徐庄镇,东华",not_upgraded,not_upgraded,11
,GCR,0.2,geology,特有：石榴千石、滑石、绿泥石、蛇乡纹石,特有：石榴千石、滑石、绿泥石、蛇乡纹石,特有:石榴子石、滑石、绿泥石、蛇纹石,not_upgraded,not_upgraded,3
,GCR,0.2,geology,沉积物的荒面中格种大小,沉积物的荒面中格种大小,沉积物的剖面中各种大小,not_upgraded,not_upgraded,2
,GCR,0.2,geology,材料横向线应变和纵向线应变比值的色对值,材料横向线应变和纵向线应变比值的色对值,材料横向线应变和纵向线应变比值的绝对值,not_upgraded,not_upgraded,1
,GCR,0.2,geology,底辟构造：高韧性地质体受到下部地层的挤区，或由于岩石间密度差,底辟构造：高韧性地质体受到下部地层的挤区，或由于岩石间密度差,底辟构造:高韧性地质体受到下部地层的挤压，或由于岩石间密度差，,not_upgraded,not_upgraded,3
,GCR,0.2,geology,①.边缘：紧贴图岩，厚度薄；细粒结构；矿物以简单硅酸盐矿物为。,①.边缘：紧贴图岩，厚度薄；细粒结构；矿物以简单硅酸盐矿物为。,①.边缘：紧贴围岩，厚度薄；细粒结构；矿物以简单硅酸盐矿物为主。,not_upgraded,not_upgraded,2
,GCR,0.2,geology,沉和岩分为碎岩黏土岩和化学生物岩三大类,沉和岩分为碎岩黏土岩和化学生物岩三大类,"沉积岩分为碎屑岩,黏土岩,和化学岩及生物岩三大类",not_upgraded,not_upgraded,6
,GCR,0.2,geology,浅、结品快,浅、结品快,浅.结晶快,not_upgraded,not_upgraded,2
,GCR,0.2,geology,化后角砾特别突出称道袍灰岩)容易认，可标志层，本段地层平均原度2m,化后角砾特别突出称道袍灰岩)容易认，可标志层，本段地层平均原度2m,"化后角砾特别突出(俗称道袍灰岩)容易辨认,可作标志层,本段地层平均厚度21.5m",not_upgraded,not_upgraded,10
,GCR,0.2,geology,地下当实际流速,地下当实际流速,地下水实际流速,not_upgraded,not_upgraded,1
,GCR,0.2,geology,正断层正盘下除],正断层正盘下除],{正断层}[上盘下降],not_upgraded,not_upgraded,5
,GCR,0.2,geology,角度不整合.,角度不整合.,角度不整合.->,not_upgraded,not_upgraded,2
,GCR,0.2,geology,主要问题是遇水膨长，关水收缩的胀缩性，以强度衰减性，防治措施包括选择,主要问题是遇水膨长，关水收缩的胀缩性，以强度衰减性，防治措施包括选择,主要问题是遇水膨长，失水收缩的胀缩性，以及强度衰减性，防治措施包括选择,not_upgraded,not_upgraded,2
,GCR,0.2,geology,香肠构造(右香肠)是岩层在拉伸作用下形成的,香肠构造(右香肠)是岩层在拉伸作用下形成的,香肠构造(石香肠)是岩层在拉伸作用下形成的,not_upgraded,not_upgraded,1
,GCR,0.2,geology,潜水蒸发数,潜水蒸发数,>潜水蒸发系数,not_upgraded,not_upgraded,2
,GCR,0.2,geology,扬山地区私焦冲地区分别位于匠EW的山—焦冲断,扬山地区私焦冲地区分别位于匠EW的山—焦冲断,扬山地区和焦冲地区分别位于近EW向的矾山—焦冲断,not_upgraded,not_upgraded,4
,GCR,0.2,geology,只能发生弯曲。弯曲位错线的每一小段所受的滑移F二b，且方向总是与位错线本身,只能发生弯曲。弯曲位错线的每一小段所受的滑移F二b，且方向总是与位错线本身,"只能发生弯曲。弯曲位错线的每一小段所受的滑移力F=τb,且方向总是与位错线本身",not_upgraded,not_upgraded,4
,GCR,0.2,geology,骸晶、假家、乳浊状、反应沙,骸晶、假家、乳浊状、反应沙,骸晶、假象、乳浊状、反应边,not_upgraded,not_upgraded,2
,GCR,0.2,geology,(可以用GPS)定位),(可以用GPS)定位),（可以用GPS定位),not_upgraded,not_upgraded,2
,GCR,0.2,geology,④、金伯利岩中的金刚石矿床：,④、金伯利岩中的金刚石矿床：,④、金伯利岩中的金刚石矿床；,not_upgraded,not_upgraded,1
,GCR,0.2,geology,含水层变幅内平均给水度,含水层变幅内平均给水度,>含水层变幅内平均给水度,not_upgraded,not_upgraded,1
,GCR,0.2,geology,自芦材爷向北分述如下：,自芦材爷向北分述如下：,自芦材岭向北分述如下：,not_upgraded,not_upgraded,1
,GCR,0.2,geology,原理：过渡金属离可进入八面体和四面体两种结构(趋利择优进入),原理：过渡金属离可进入八面体和四面体两种结构(趋利择优进入),原理：过渡金属离子可进入八面体和四面体两种结构（趋利，择优进入）,not_upgraded,not_upgraded,4
,GCR,0.2,geology,[肠状褶皮],[肠状褶皮],[肠状褶皱],not_upgraded,not_upgraded,1
,GCR,0.2,geology,⑥其他专用图件,⑥其他专用图件,丨⑥其他专用图件,not_upgraded,not_upgraded,1
,GCR,0.2,geology,1.定x：是地壳中先形成的岩浆岩或沉积岩，在环境条件改变的影响下，,1.定x：是地壳中先形成的岩浆岩或沉积岩，在环境条件改变的影响下，,1.定义：是地壳中先形成的岩浆岩或沉积岩，在环境条件改变的影响下，,not_upgraded,not_upgraded,1
,GCR,0.2,geology,有OH的新矿物,有OH的新矿物,有OH⁻的新矿物,not_upgraded,not_upgraded,1
,GCR,0.2,geology,(4)颗米粒形状：越规则，孔隙度越小；越规则孔陈度越大,(4)颗米粒形状：越规则，孔隙度越小；越规则孔陈度越大,"☆(4)颗粒形状：越规则，孔隙度越小；越不规则，孔隙度越大,",not_upgraded,not_upgraded,6
,GCR,0.2,geology,一次的交滑移转移回到与原滑移面平行的滑移面上继续运动，这种现象称为双交滑移,一次的交滑移转移回到与原滑移面平行的滑移面上继续运动，这种现象称为双交滑移,一次的交滑移转移回到与原滑移面平行的滑移面上继续运动，这种现象称为双交滑移。,not_upgraded,not_upgraded,1
,GCR,0.2,geology,抗技强反;是各弹向抗伸时抵抗抗断破坏的能力，,抗技强反;是各弹向抗伸时抵抗抗断破坏的能力，,"抗拉强度;是岩石单向拉伸时抵抗拉断破坏的能力,",not_upgraded,not_upgraded,8
,GCR,0.2,geology,：岩性观察点,：岩性观察点,点性：岩性观察点,not_upgraded,not_upgraded,2
,GCR,0.2,geology,☆⑧特大洪水重现期的确定,☆⑧特大洪水重现期的确定,☆⑱特大洪水重现期的确定,not_upgraded,not_upgraded,1
,GCR,0.2,geology,5、矽术岩矿保类型及矿例.,5、矽术岩矿保类型及矿例.,5、矽卡岩矿床类型及矿例.,not_upgraded,not_upgraded,2
,GCR,0.2,geology,6.硬度：石矿物时抵抗外力刻划研磨,6.硬度：石矿物时抵抗外力刻划研磨,6.硬度：矿物抵抗外力刻划研磨,not_upgraded,not_upgraded,2
,GCR,0.2,geology,节理以1-2cm的沟距公绩。足,节理以1-2cm的沟距公绩。足,节理以1-2cm的间距密集。,not_upgraded,not_upgraded,4
,GCR,0.2,geology,我国特有的历法：农历，以及对我国农业生产有板大影响力的二十,我国特有的历法：农历，以及对我国农业生产有板大影响力的二十,我国特有的历法：农历，以及对我国农业生产有极大影响力的二十,not_upgraded,not_upgraded,1
,GCR,0.2,geology,剪切断裂，它以密集的剪切节理或老剪切破碎袋或着剪切断裂,剪切断裂，它以密集的剪切节理或老剪切破碎袋或着剪切断裂,剪切断裂，它以密集的剪切节理或者剪切破碎带或者剪切断裂,not_upgraded,not_upgraded,3
,GCR,0.2,geology,落在两侧各一个标准误差y范围内的可能性为8.3%,落在两侧各一个标准误差y范围内的可能性为8.3%,",落在两侧各一个标准误差Sy范围内的可能性为68.3%.",not_upgraded,not_upgraded,4
